India energy/cropland,China energy/cropland,Thailand energy/cropland,Vietnam energy/cropland
1.0649383630495741,1.2068372860201062,0.01677425617628501,0.5075187969924813
1.2387044458285836,1.3444942821124668,0.016327318344108846,0.5210894941634241
1.3410161994282555,1.4757992491431264,0.020647419072615924,0.524115275496491
1.494640780804059,1.3754371433810606,0.022890682318415262,0.6087882822902797
1.6761109643328929,1.5129291681629595,0.0168273444347064,0.7504403992953611
1.8164521425922984,1.6950832006418093,0.01797295332266977,0.3092875129610428
1.7842111782922874,1.7963553224155577,0.02154024319629415,0.31559109080525416
1.9310362666886145,1.8628503444153535,0.028534370946822308,0.32890863648986396
2.057896005975451,1.7723985921034036,0.03632885360371132,0.34868474301902064
1.92424628949302,1.8761695154535019,0.02794019617179316,0.3590271522326599
1.7928901428319521,1.9140783218866741,0.026281109267598957,0.29506021135414107
1.7313281319004856,2.149454720586167,0.030243534075892014,0.3090600610790635
1.7887785828549918,1.7169779669433567,0.03315633663831587,0.32924089413366614
1.8464207680846179,1.9479424845088453,0.03755965191353981,0.8572006745362564
1.8764855112984207,2.1462555523886344,0.03756463408953277,0.3649711588883062
1.9157395947522897,2.156320103891525,0.04090909090909091,0.37674907831408505
2.1036149697277264,2.285712007341742,0.03990209208885605,0.3727426875794828
2.216612096783726,2.414834109805021,0.044368820418487005,0.380994841092924
2.419488178517666,2.4254619569887645,0.04648777360564155,0.43992999124890614
2.549741933963376,2.5543077913668113,0.05220008207560074,0.4700518134715026
2.8072444071522273,2.666684342095744,0.05492190337813294,0.3369407299789486
2.8409921532275684,2.782019514820796,0.04968222262574905,0.3835838287282997
2.996563249205768,2.796554693029743,0.06225490196078431,0.44896712736299793
3.406425797618064,2.852259566975398,0.05750520684870677,0.5295569397108943
3.588316033588453,2.8341948502871026,0.0676163687505671,0.6656958276728207
3.68015441554072,2.9251856757157015,0.0631951374398984,0.728084965843314
4.156126083027694,3.0855129124289147,0.0436076581072498,1.128375917156684
4.35450550808047,3.3368368810563345,0.04865968158933188,1.3610715896866432
4.432141597012657,3.5417674103575805,0.059603469547900204,1.7031786754794103
4.870004730754546,3.8271112577551643,0.0758918918918919,2.021394517282479
